desired_identifier,cadidate_identifier,desired_given_exp,candidate_given_exp,Penality Given,Global Similarity Given,Final Similarity Given,desired_then_exp,candidate_then_exp,Penality Then,Global Similarity Then,Final Similarity Then,Scenario Similarity,desired_given_vars,candidate_given_vars,desired_then_vars,candidate_then_vars,intersection_given_vars,intersection_then_vars,given_plus,given_less,then_plus,then_less,#given_plus,#given_less,#then_plus,#then_less,tipo_de_erro,tipo_de_erro_num,tipo_de_erro_jittered
Desired_233,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0,1.0,1.0,source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.833,"battery, satellite_count, wind_speed","battery, satellite_count, wind_speed","source_distance, a","height, source_distance","satellite_count, battery, wind_speed",source_distance,,,a,height,0,0,1,1,Combined,1,0.9413093503980791
Desired_234,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0,1.0,1.0,source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.833,"battery, satellite_count, wind_speed","battery, satellite_count, wind_speed","source_distance, b","height, source_distance","satellite_count, battery, wind_speed",source_distance,,,b,height,0,0,1,1,Combined,1,0.943933444977906
Desired_235,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0,1.0,1.0,a > 10 AND b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.333,"battery, satellite_count, wind_speed","battery, satellite_count, wind_speed","a, b","height, source_distance","satellite_count, battery, wind_speed",,,,"a, b","source_distance, height",0,0,2,2,Combined,1,0.9315636951330846
Desired_236,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0,1.0,1.0,height >= 30 AND source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.897,"battery, satellite_count, wind_speed","battery, satellite_count, wind_speed","height, source_distance, a","height, source_distance","satellite_count, battery, wind_speed","source_distance, height",,,a,,0,0,1,0,Excessive,2,2.021126332621812
Desired_237,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0,1.0,1.0,height >= 30 AND source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.897,"battery, satellite_count, wind_speed","battery, satellite_count, wind_speed","height, source_distance, b","height, source_distance","satellite_count, battery, wind_speed","source_distance, height",,,b,,0,0,1,0,Excessive,2,1.9392804670617685
Desired_238,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0,1.0,1.0,height >= 30 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.782,"battery, satellite_count, wind_speed","battery, satellite_count, wind_speed","height, a, b","height, source_distance","satellite_count, battery, wind_speed",height,,,"a, b",source_distance,0,0,2,1,Combined,1,1.0113733102065963
Desired_239,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0,1.0,1.0,source_distance == 0 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.782,"battery, satellite_count, wind_speed","battery, satellite_count, wind_speed","source_distance, a, b","height, source_distance","satellite_count, battery, wind_speed",source_distance,,,"a, b",height,0,0,2,1,Combined,1,0.9837068141040646
Desired_240,candidate,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.0,1.0,1.0,height >= 30 AND source_distance == 0 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.4736842105263158,1.0,0.5263157894736842,0.842,"battery, satellite_count, wind_speed","battery, satellite_count, wind_speed","height, source_distance, a, b","height, source_distance","satellite_count, battery, wind_speed","source_distance, height",,,"a, b",,0,0,2,0,Excessive,2,1.9243356206056697
Desired_241,candidate,battery >= 10 AND satellite_count >= 7 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,height >= 30,height >= 30 AND source_distance == 0,0.0909090909090909,1.0,0.9090909090909092,0.859,"battery, satellite_count, a","battery, satellite_count, wind_speed",height,"height, source_distance","satellite_count, battery",height,a,wind_speed,,source_distance,1,1,0,1,Combined,1,1.0636834391641454
Desired_242,candidate,battery >= 10 AND satellite_count >= 7 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,source_distance == 0,height >= 30 AND source_distance == 0,0.0909090909090909,1.0,0.9090909090909092,0.859,"battery, satellite_count, a","battery, satellite_count, wind_speed",source_distance,"height, source_distance","satellite_count, battery",source_distance,a,wind_speed,,height,1,1,0,1,Combined,1,0.9624463340270628
Desired_243,candidate,battery >= 10 AND satellite_count >= 7 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,a > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.222,"battery, satellite_count, a","battery, satellite_count, wind_speed",a,"height, source_distance","satellite_count, battery",,a,wind_speed,a,"source_distance, height",1,1,1,2,Combined,1,1.0926384331553047
Desired_244,candidate,battery >= 10 AND satellite_count >= 7 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.222,"battery, satellite_count, a","battery, satellite_count, wind_speed",b,"height, source_distance","satellite_count, battery",,a,wind_speed,b,"source_distance, height",1,1,1,2,Combined,1,0.9156022383371057
Desired_245,candidate,battery >= 10 AND satellite_count >= 7 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,height >= 30 AND source_distance == 0,height >= 30 AND source_distance == 0,0.0,1.0,1.0,0.889,"battery, satellite_count, a","battery, satellite_count, wind_speed","height, source_distance","height, source_distance","satellite_count, battery","source_distance, height",a,wind_speed,,,1,1,0,0,Combined,1,1.0753430669712511
Desired_246,candidate,battery >= 10 AND satellite_count >= 7 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,height >= 30 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.722,"battery, satellite_count, a","battery, satellite_count, wind_speed","height, a","height, source_distance","satellite_count, battery",height,a,wind_speed,a,source_distance,1,1,1,1,Combined,1,0.9846157635064314
Desired_247,candidate,battery >= 10 AND satellite_count >= 7 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,height >= 30 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.722,"battery, satellite_count, a","battery, satellite_count, wind_speed","height, b","height, source_distance","satellite_count, battery",height,a,wind_speed,b,source_distance,1,1,1,1,Combined,1,1.039059268461478
Desired_248,candidate,battery >= 10 AND satellite_count >= 7 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.722,"battery, satellite_count, a","battery, satellite_count, wind_speed","source_distance, a","height, source_distance","satellite_count, battery",source_distance,a,wind_speed,a,height,1,1,1,1,Combined,1,0.9101883111861598
Desired_249,candidate,battery >= 10 AND satellite_count >= 7 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.722,"battery, satellite_count, a","battery, satellite_count, wind_speed","source_distance, b","height, source_distance","satellite_count, battery",source_distance,a,wind_speed,b,height,1,1,1,1,Combined,1,1.082312145006754
Desired_250,candidate,battery >= 10 AND satellite_count >= 7 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,a > 10 AND b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.222,"battery, satellite_count, a","battery, satellite_count, wind_speed","a, b","height, source_distance","satellite_count, battery",,a,wind_speed,"a, b","source_distance, height",1,1,2,2,Combined,1,1.0918087655714914
Desired_251,candidate,battery >= 10 AND satellite_count >= 7 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,height >= 30 AND source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.785,"battery, satellite_count, a","battery, satellite_count, wind_speed","height, source_distance, a","height, source_distance","satellite_count, battery","source_distance, height",a,wind_speed,a,,1,1,1,0,Combined,1,0.9561628218008007
Desired_252,candidate,battery >= 10 AND satellite_count >= 7 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,height >= 30 AND source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.785,"battery, satellite_count, a","battery, satellite_count, wind_speed","height, source_distance, b","height, source_distance","satellite_count, battery","source_distance, height",a,wind_speed,b,,1,1,1,0,Combined,1,1.0447903583005729
Desired_253,candidate,battery >= 10 AND satellite_count >= 7 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,height >= 30 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.67,"battery, satellite_count, a","battery, satellite_count, wind_speed","height, a, b","height, source_distance","satellite_count, battery",height,a,wind_speed,"a, b",source_distance,1,1,2,1,Combined,1,0.9096937548151844
Desired_254,candidate,battery >= 10 AND satellite_count >= 7 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,source_distance == 0 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.67,"battery, satellite_count, a","battery, satellite_count, wind_speed","source_distance, a, b","height, source_distance","satellite_count, battery",source_distance,a,wind_speed,"a, b",height,1,1,2,1,Combined,1,1.0561347803631231
Desired_255,candidate,battery >= 10 AND satellite_count >= 7 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,height >= 30 AND source_distance == 0 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.4736842105263158,1.0,0.5263157894736842,0.731,"battery, satellite_count, a","battery, satellite_count, wind_speed","height, source_distance, a, b","height, source_distance","satellite_count, battery","source_distance, height",a,wind_speed,"a, b",,1,1,2,0,Combined,1,0.9283052126704625
Desired_256,candidate,battery >= 10 AND satellite_count >= 7 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,height >= 30,height >= 30 AND source_distance == 0,0.0909090909090909,1.0,0.9090909090909092,0.859,"battery, satellite_count, b","battery, satellite_count, wind_speed",height,"height, source_distance","satellite_count, battery",height,b,wind_speed,,source_distance,1,1,0,1,Combined,1,1.05152693150231
Desired_257,candidate,battery >= 10 AND satellite_count >= 7 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,source_distance == 0,height >= 30 AND source_distance == 0,0.0909090909090909,1.0,0.9090909090909092,0.859,"battery, satellite_count, b","battery, satellite_count, wind_speed",source_distance,"height, source_distance","satellite_count, battery",source_distance,b,wind_speed,,height,1,1,0,1,Combined,1,0.9900567285161292
Desired_258,candidate,battery >= 10 AND satellite_count >= 7 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,a > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.222,"battery, satellite_count, b","battery, satellite_count, wind_speed",a,"height, source_distance","satellite_count, battery",,b,wind_speed,a,"source_distance, height",1,1,1,2,Combined,1,1.077298941980429
Desired_259,candidate,battery >= 10 AND satellite_count >= 7 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.222,"battery, satellite_count, b","battery, satellite_count, wind_speed",b,"height, source_distance","satellite_count, battery",,b,wind_speed,b,"source_distance, height",1,1,1,2,Combined,1,1.0813748656888584
Desired_260,candidate,battery >= 10 AND satellite_count >= 7 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,height >= 30 AND source_distance == 0,height >= 30 AND source_distance == 0,0.0,1.0,1.0,0.889,"battery, satellite_count, b","battery, satellite_count, wind_speed","height, source_distance","height, source_distance","satellite_count, battery","source_distance, height",b,wind_speed,,,1,1,0,0,Combined,1,0.9512233094016391
Desired_261,candidate,battery >= 10 AND satellite_count >= 7 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,height >= 30 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.722,"battery, satellite_count, b","battery, satellite_count, wind_speed","height, a","height, source_distance","satellite_count, battery",height,b,wind_speed,a,source_distance,1,1,1,1,Combined,1,0.9475053604011819
Desired_262,candidate,battery >= 10 AND satellite_count >= 7 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,height >= 30 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.722,"battery, satellite_count, b","battery, satellite_count, wind_speed","height, b","height, source_distance","satellite_count, battery",height,b,wind_speed,b,source_distance,1,1,1,1,Combined,1,0.9826643107382775
Desired_263,candidate,battery >= 10 AND satellite_count >= 7 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.722,"battery, satellite_count, b","battery, satellite_count, wind_speed","source_distance, a","height, source_distance","satellite_count, battery",source_distance,b,wind_speed,a,height,1,1,1,1,Combined,1,1.0427601594683749
Desired_264,candidate,battery >= 10 AND satellite_count >= 7 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.722,"battery, satellite_count, b","battery, satellite_count, wind_speed","source_distance, b","height, source_distance","satellite_count, battery",source_distance,b,wind_speed,b,height,1,1,1,1,Combined,1,0.951845170880652
Desired_265,candidate,battery >= 10 AND satellite_count >= 7 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,a > 10 AND b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.222,"battery, satellite_count, b","battery, satellite_count, wind_speed","a, b","height, source_distance","satellite_count, battery",,b,wind_speed,"a, b","source_distance, height",1,1,2,2,Combined,1,0.9815319018360268
Desired_266,candidate,battery >= 10 AND satellite_count >= 7 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,height >= 30 AND source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.785,"battery, satellite_count, b","battery, satellite_count, wind_speed","height, source_distance, a","height, source_distance","satellite_count, battery","source_distance, height",b,wind_speed,a,,1,1,1,0,Combined,1,1.0977986891888005
Desired_267,candidate,battery >= 10 AND satellite_count >= 7 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,height >= 30 AND source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.785,"battery, satellite_count, b","battery, satellite_count, wind_speed","height, source_distance, b","height, source_distance","satellite_count, battery","source_distance, height",b,wind_speed,b,,1,1,1,0,Combined,1,1.0780918755890387
Desired_268,candidate,battery >= 10 AND satellite_count >= 7 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,height >= 30 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.67,"battery, satellite_count, b","battery, satellite_count, wind_speed","height, a, b","height, source_distance","satellite_count, battery",height,b,wind_speed,"a, b",source_distance,1,1,2,1,Combined,1,1.097111276359793
Desired_269,candidate,battery >= 10 AND satellite_count >= 7 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,source_distance == 0 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.67,"battery, satellite_count, b","battery, satellite_count, wind_speed","source_distance, a, b","height, source_distance","satellite_count, battery",source_distance,b,wind_speed,"a, b",height,1,1,2,1,Combined,1,1.0291178738860416
Desired_270,candidate,battery >= 10 AND satellite_count >= 7 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,height >= 30 AND source_distance == 0 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.4736842105263158,1.0,0.5263157894736842,0.731,"battery, satellite_count, b","battery, satellite_count, wind_speed","height, source_distance, a, b","height, source_distance","satellite_count, battery","source_distance, height",b,wind_speed,"a, b",,1,1,2,0,Combined,1,0.9251794699751801
Desired_271,candidate,battery >= 10 AND wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,height >= 30,height >= 30 AND source_distance == 0,0.0909090909090909,1.0,0.9090909090909092,0.859,"battery, wind_speed, a","battery, satellite_count, wind_speed",height,"height, source_distance","battery, wind_speed",height,a,satellite_count,,source_distance,1,1,0,1,Combined,1,1.0045965700717656
Desired_272,candidate,battery >= 10 AND wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,source_distance == 0,height >= 30 AND source_distance == 0,0.0909090909090909,1.0,0.9090909090909092,0.859,"battery, wind_speed, a","battery, satellite_count, wind_speed",source_distance,"height, source_distance","battery, wind_speed",source_distance,a,satellite_count,,height,1,1,0,1,Combined,1,1.0482332956334344
Desired_273,candidate,battery >= 10 AND wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,a > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.222,"battery, wind_speed, a","battery, satellite_count, wind_speed",a,"height, source_distance","battery, wind_speed",,a,satellite_count,a,"source_distance, height",1,1,1,2,Combined,1,0.9888019163736987
Desired_274,candidate,battery >= 10 AND wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.222,"battery, wind_speed, a","battery, satellite_count, wind_speed",b,"height, source_distance","battery, wind_speed",,a,satellite_count,b,"source_distance, height",1,1,1,2,Combined,1,0.9211024030236463
Desired_275,candidate,battery >= 10 AND wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,height >= 30 AND source_distance == 0,height >= 30 AND source_distance == 0,0.0,1.0,1.0,0.889,"battery, wind_speed, a","battery, satellite_count, wind_speed","height, source_distance","height, source_distance","battery, wind_speed","source_distance, height",a,satellite_count,,,1,1,0,0,Combined,1,0.9935912424371593
Desired_276,candidate,battery >= 10 AND wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,height >= 30 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.722,"battery, wind_speed, a","battery, satellite_count, wind_speed","height, a","height, source_distance","battery, wind_speed",height,a,satellite_count,a,source_distance,1,1,1,1,Combined,1,0.954543013943912
Desired_277,candidate,battery >= 10 AND wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,height >= 30 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.722,"battery, wind_speed, a","battery, satellite_count, wind_speed","height, b","height, source_distance","battery, wind_speed",height,a,satellite_count,b,source_distance,1,1,1,1,Combined,1,0.9767832381934953
Desired_278,candidate,battery >= 10 AND wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.722,"battery, wind_speed, a","battery, satellite_count, wind_speed","source_distance, a","height, source_distance","battery, wind_speed",source_distance,a,satellite_count,a,height,1,1,1,1,Combined,1,0.9641990479376031
Desired_279,candidate,battery >= 10 AND wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.722,"battery, wind_speed, a","battery, satellite_count, wind_speed","source_distance, b","height, source_distance","battery, wind_speed",source_distance,a,satellite_count,b,height,1,1,1,1,Combined,1,1.0242131809519346
Desired_280,candidate,battery >= 10 AND wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,a > 10 AND b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.222,"battery, wind_speed, a","battery, satellite_count, wind_speed","a, b","height, source_distance","battery, wind_speed",,a,satellite_count,"a, b","source_distance, height",1,1,2,2,Combined,1,1.090769265203029
Desired_281,candidate,battery >= 10 AND wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,height >= 30 AND source_distance == 0 AND a > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.785,"battery, wind_speed, a","battery, satellite_count, wind_speed","height, source_distance, a","height, source_distance","battery, wind_speed","source_distance, height",a,satellite_count,a,,1,1,1,0,Combined,1,1.0260019008974488
Desired_282,candidate,battery >= 10 AND wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,height >= 30 AND source_distance == 0 AND b > 10,height >= 30 AND source_distance == 0,0.3103448275862068,1.0,0.6896551724137931,0.785,"battery, wind_speed, a","battery, satellite_count, wind_speed","height, source_distance, b","height, source_distance","battery, wind_speed","source_distance, height",a,satellite_count,b,,1,1,1,0,Combined,1,1.0850244468652255
Desired_283,candidate,battery >= 10 AND wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,height >= 30 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.67,"battery, wind_speed, a","battery, satellite_count, wind_speed","height, a, b","height, source_distance","battery, wind_speed",height,a,satellite_count,"a, b",source_distance,1,1,2,1,Combined,1,0.9580677436156072
Desired_284,candidate,battery >= 10 AND wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,source_distance == 0 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.6551724137931034,1.0,0.3448275862068966,0.67,"battery, wind_speed, a","battery, satellite_count, wind_speed","source_distance, a, b","height, source_distance","battery, wind_speed",source_distance,a,satellite_count,"a, b",height,1,1,2,1,Combined,1,1.0269078096654471
Desired_285,candidate,battery >= 10 AND wind_speed <= 36 AND a > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,height >= 30 AND source_distance == 0 AND a > 10 AND b > 10,height >= 30 AND source_distance == 0,0.4736842105263158,1.0,0.5263157894736842,0.731,"battery, wind_speed, a","battery, satellite_count, wind_speed","height, source_distance, a, b","height, source_distance","battery, wind_speed","source_distance, height",a,satellite_count,"a, b",,1,1,2,0,Combined,1,1.0647053711882317
Desired_286,candidate,battery >= 10 AND wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,height >= 30,height >= 30 AND source_distance == 0,0.0909090909090909,1.0,0.9090909090909092,0.859,"battery, wind_speed, b","battery, satellite_count, wind_speed",height,"height, source_distance","battery, wind_speed",height,b,satellite_count,,source_distance,1,1,0,1,Combined,1,1.066139296053051
Desired_287,candidate,battery >= 10 AND wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,source_distance == 0,height >= 30 AND source_distance == 0,0.0909090909090909,1.0,0.9090909090909092,0.859,"battery, wind_speed, b","battery, satellite_count, wind_speed",source_distance,"height, source_distance","battery, wind_speed",source_distance,b,satellite_count,,height,1,1,0,1,Combined,1,1.0470102818054121
Desired_288,candidate,battery >= 10 AND wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,a > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.222,"battery, wind_speed, b","battery, satellite_count, wind_speed",a,"height, source_distance","battery, wind_speed",,b,satellite_count,a,"source_distance, height",1,1,1,2,Combined,1,0.9076476599287485
Desired_289,candidate,battery >= 10 AND wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,b > 10,height >= 30 AND source_distance == 0,1.0,0.0,-1.0,0.222,"battery, wind_speed, b","battery, satellite_count, wind_speed",b,"height, source_distance","battery, wind_speed",,b,satellite_count,b,"source_distance, height",1,1,1,2,Combined,1,0.9434918334670694
Desired_290,candidate,battery >= 10 AND wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,height >= 30 AND source_distance == 0,height >= 30 AND source_distance == 0,0.0,1.0,1.0,0.889,"battery, wind_speed, b","battery, satellite_count, wind_speed","height, source_distance","height, source_distance","battery, wind_speed","source_distance, height",b,satellite_count,,,1,1,0,0,Combined,1,0.980946170554472
Desired_291,candidate,battery >= 10 AND wind_speed <= 36 AND b > 10,battery >= 10 AND satellite_count >= 7 AND wind_speed <= 36,0.3333333333333333,1.0,0.6666666666666666,height >= 30 AND a > 10,height >= 30 AND source_distance == 0,0.5,1.0,0.5,0.722,"battery, wind_speed, b","battery, satellite_count, wind_speed","height, a","height, source_distance","battery, wind_speed",height,b,satellite_count,a,source_distance,1,1,1,1,Combined,1,0.9675418913968631
